Event #,Case #,Incident Type,Date/Time Reported,Date/Time Occurred,Location,Disposition
2025014190,25-0558,PROPERTY REPORT ONLY,3/16/25  11:30:00PM,3/16/25  11:30:00PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",Unknown
2025014187,-,SUBJECT REFUSING TO LEAVE,3/16/25  10:58:56PM,3/16/25  10:58:56PM,601 WESTWOOD PZ,WARNED OR ADVISED
2025014184,-,BATTERY REPORT,3/16/25  10:39:51PM,3/16/25  10:39:51PM,433 KELTON AVE,UNABLE TO LOCATE
2025014183,-,BURGLARY ALARM,3/16/25  10:26:39PM,3/16/25  10:26:39PM,10800-BLOCK LE CONTE AVE,INFORMATION ONLY
2025014180,-,SUSPICIOUS CIRCUMSTANCES,3/16/25  9:43:59PM,3/16/25  9:43:59PM,744 HILGARD AVE,REFERRED TO OUTSIDE AGENCY
2025014173,25-0557,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,3/16/25  6:26:00PM,3/16/25  6:40:00PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",Unknown
2025014170 2025014170,25-0556 25-0556,MENTAL DISORDER 72 HR OBSERVATION (2) EMERGENCY CALECPA SEARCH,3/16/25  6:43:00PM  3/16/25  6:43:00PM,3/16/25  6:43:00PM  3/16/25  6:43:00PM,"800-BLOCK WEYBURN TER, OLIVE COURT, 825 WEYBURN TER, Updated as of:",Unknown
2025014166,-,BATTERY REPORT,3/16/25  5:47:07PM,3/16/25  5:47:07PM,1000 GLENDON AVE,REPORT
2025014164,25-0555,PETTY THEFT - MAIL OR PACKAGE,3/16/25  5:24:13PM,3/16/25  5:24:14PM,"SEPULVEDA APARTMENTS, 3165 S SEPULVEDA BLVD",Unknown
2025014152,-,FIRE ALARM,3/16/25  3:45:58PM,3/16/25  3:45:58PM,600-BLOCK LANDFAIR AVE,DETAIL HANDLED: NO REPORT
2025014151,-,FIRE ALARM,3/16/25  3:44:15PM,3/16/25  3:44:15PM,"LANDFAIR APARTMENTS 625, 625 LANDFAIR AVE",REPORT TAKEN
2025014147,-,UNAUTHORIZED SUBJECTS,3/16/25  2:40:49PM,3/16/25  2:40:49PM,10740 DICKSON PZ,DETAIL HANDLED: NO REPORT
2025014133,-,MISC PC CODE VIOLATION,3/16/25  12:25:54PM,3/16/25  12:25:54PM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025014130,-,SPOUSAL OR COHABITANT ABUSE,3/16/25  11:51:48AM,3/16/25  11:51:48AM,3300-BLOCK SAWTELLE BLVD,NON-CRIMINAL MATTER
2025014122,-,SUSPICIOUS CIRCUMSTANCES,3/16/25  11:06:55AM,3/16/25  11:06:55AM,1031 GLENDON AVE,REFERRED TO OUTSIDE AGENCY
2025014120,-,BURGLARY ALARM,3/16/25  11:02:40AM,3/16/25  11:02:40AM,11000-BLOCK KINROSS AVE,NON-CRIMINAL MATTER
2025014098,-,RECOVERED STOLEN VEHICLE,3/16/25  9:08:06AM,3/16/25  9:08:06AM,601 WESTWOOD PZ,INFORMATION ONLY
2025014093,-,BATTERY REPORT,3/16/25  8:09:13AM,3/16/25  8:09:13AM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025014088,-,K9 BOMB SWEEP REQUEST,3/16/25  3:32:17AM,3/16/25  3:32:17AM,464 N REXFORD DR,DETAIL HANDLED: NO REPORT
2025014087 2025014087 2025014087,25-0554 25-0554 25-0554,POSSESS CONTROLLED SUBSTANCE (2) PARAPHERNALIA - POSSESS UNLAWFUL (3) ADDICT DRIVE VEHICLE,3/16/25  3:27:00AM  3/16/25  3:27:00AM  3/16/25  3:27:00AM,3/16/25  4:05:00AM  3/16/25  4:05:00AM  3/16/25  4:05:00AM,"800 N SEPULVEDA BLVD, 800 N SEPULVEDA BLVD, 800 N SEPULVEDA BLVD",Unknown
2025014084,-,SUBJECT REFUSING TO LEAVE,3/16/25  2:56:17AM,3/16/25  2:56:17AM,757 WESTWOOD PZ,WARNED OR ADVISED
2025014057,-,UNAUTHORIZED SUBJECTS,3/15/25  11:51:16PM,3/15/25  11:51:16PM,10995 LE CONTE AVE,CANCELLED BY REPORTING PARTY
2025014053,-,SUSPICIOUS CIRCUMSTANCES,3/15/25  11:34:13PM,3/15/25  11:34:13PM,720 GAYLEY AVE,UNABLE TO LOCATE
2025014048,-,BURGLARY ALARM,3/15/25  11:02:10PM,3/15/25  11:02:10PM,10800-BLOCK LE CONTE AVE,CANCELLED BY REPORTING PARTY
2025014041,25-0553,EVADING PEACE OFFICER,3/15/25  10:33:00PM,3/15/25  10:33:00PM,"1830 S SEPULVEDA BLVD/SANTA MONICA BLVD, Updated as of:",Unknown
2025014024,25-0552,GRAND THEFT AUTO,3/15/25  9:20:17PM,3/15/25  9:20:17PM,"KERCKHOFF HALL, 310 WESTWOOD PZ",OPEN CASE: TO BE ASSIGNED
2025014023,-,PETTY THEFT REPORT,3/15/25  9:16:51PM,3/15/25  9:16:51PM,350 CHARLES E YOUNG DR W,INFORMATION ONLY
2025014015,-,SUSPICIOUS CIRCUMSTANCES,3/15/25  8:54:51PM,3/15/25  8:54:51PM,315 PORTOLA PZ,INFORMATION ONLY
2025013969,-,FIRE ALARM,3/15/25  2:09:07PM,3/15/25  2:09:07PM,"LANDFAIR APARTMENTS 625, 625 LANDFAIR AVE",REPORT TAKEN
2025013962,-,BATTERY REPORT,3/15/25  12:10:16PM,3/15/25  12:10:16PM,757 WESTWOOD PZ,INFORMATION ONLY
2025013957,25-0551,VANDALISM:DEFACE PROPERTY,3/15/25  4:09:15PM,3/15/25  4:09:16PM,"MEDICAL BUILDING, 1601 WILSHIRE BLVD",Unknown
2025013935,-,SUBJECT REFUSING TO LEAVE,3/15/25  7:42:37AM,3/15/25  7:42:37AM,800 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025013927,-,PETTY THEFT,3/15/25  3:24:45AM,3/15/25  3:24:45AM,330 DE NEVE DR,REPORT
2025013926 2025013926,25-0550 25-0550,RECEIVE/ETC KNOWN STOLEN PROPERTY ($400 OR LESS) (2) WARRANT ARREST,3/15/25  3:59:00AM  3/15/25  3:59:00AM,3/15/25  3:59:00AM  3/15/25  3:59:00AM,"BONSALL AVE / WILSHIRE BLVD, BONSALL AVE / WILSHIRE BLVD",Unknown
2025013922,-,UNAUTHORIZED SUBJECTS,3/15/25  3:19:17AM,3/15/25  3:19:17AM,425 WESTWOOD PZ,WARNED OR ADVISED
2025013917,25-0549,POSSESS NITROUS OXIDE,3/15/25  2:53:00AM,3/15/25  2:53:00AM,"HANGRY MOON`S, 970 GAYLEY AVE",Unknown
2025013891,25-0548,BATTERY,3/14/25  10:59:00PM,3/14/25  10:59:00PM,"IN N OUT BURGER, 922 GAYLEY AVE",Unknown
2025013869,-,SUSPICIOUS CIRCUMSTANCES,3/14/25  9:47:56PM,3/14/25  9:47:56PM,113 DE NEVE DR,NON-CRIMINAL MATTER
2025013861,-,UNAUTHORIZED SUBJECTS,3/14/25  9:08:43PM,3/14/25  9:08:43PM,3200 SAWTELLE BLVD,DETAIL HANDLED: NO REPORT
2025013840,-,MISDEMEANOR HIT AND RUN REPORT,3/14/25  7:37:29PM,3/14/25  7:37:29PM,336 CHARLES E YOUNG DR N,DETAIL HANDLED: NO REPORT
2025013834,-,BURGLARY ALARM,3/14/25  6:59:24PM,3/14/25  6:59:24PM,200-BLOCK CHARLES E YOUNG DR N,NON-CRIMINAL MATTER
2025013829,25-0547,TRAFFIC COLLISION OPEN VEHICLE,3/14/25  6:34:32PM,3/14/25  6:34:32PM,"HOLLY RIDGE, 345 DE NEVE DR",OPEN CASE: TO BE ASSIGNED
2025013824,-,SMELL OR SIGHT OF SMOKE,3/14/25  6:24:36PM,3/14/25  6:24:36PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",REPORT TAKEN
2025013810,-,SUBJECT REFUSING TO LEAVE,3/14/25  3:32:29PM,3/14/25  3:32:29PM,"250 DE NEVE DR, Updated as of:",Unknown
2025013805,-,SUSPICIOUS CIRCUMSTANCES,3/14/25  2:38:27PM,3/14/25  2:38:27PM,LE CONTE AVE/WESTWOOD BLVD,DETAIL HANDLED: NO REPORT
2025013801,25-0544,PETTY THEFT - FROM BUILDINGS,1/1/19  12:00:00AM,3/5/25  12:00:00AM,"MEDICAL PLAZA 200 PETER MORTON BUILDING, 200 MEDICAL PZ",Unknown
2025013800,-,FIRE ALARM,3/14/25  2:08:55PM,3/14/25  2:08:55PM,"LANDFAIR APARTMENTS 625, 625 LANDFAIR AVE",REPORT TAKEN
2025013799,-,SUBJECT REFUSING TO LEAVE,3/14/25  2:05:48PM,3/14/25  2:05:48PM,757 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025013797,25-0545,INVESTIGATION,3/13/25  7:00:00AM,3/14/25  12:00:00PM,Restricted,Unknown
2025013796,25-0546,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,3/14/25  1:47:00PM,3/14/25  1:47:00PM,"COVEL COMMONS, 330 DE NEVE DR",Unknown
2025013793,25-0543,GRAND THEFT - FROM BUILDINGS,3/13/25  4:00:00PM,3/14/25  1:00:00PM,"ENGINEERING 5, 410 WESTWOOD PZ",Unknown
2025013780,-,SUBJECT REFUSING TO LEAVE,3/14/25  12:21:39PM,3/14/25  12:21:39PM,410 WESTWOOD PZ,UNABLE TO LOCATE
2025013722,-,DISTURBING THE PEACE,3/14/25  7:15:28AM,3/14/25  7:15:28AM,7500 DUNFIELD AVE,REFERRED TO OUTSIDE AGENCY
2025013717,-,SUBJECT REFUSING TO LEAVE,3/14/25  4:30:57AM,3/14/25  4:30:57AM,10889 WILSHIRE BLVD,DETAIL HANDLED: NO REPORT
2025013716,-,ANNOYING/THREATENING PHONE CAL,3/14/25  4:02:35AM,3/14/25  4:02:35AM,1250 16TH ST,INFORMATION ONLY
2025013712,25-0542,DRIVING UNDER INFLUENCE ALCOHOL AND DRUG,3/14/25  2:58:00AM,3/14/25  2:58:00AM,942 WESTWOOD BLVD,Unknown
2025013710,25-0541,TAMPER WITH VEHICLE,3/12/25  6:00:00PM,3/13/25  2:00:00AM,"PARKING STRUCTURE 8, 555 WESTWOOD PZ",Unknown
2025013709,-,SUSPICIOUS CIRCUMSTANCES,3/14/25  1:16:29AM,3/14/25  1:16:29AM,459 GAYLEY AVE,INFORMATION ONLY
2025013694,25-0540,POSSESS CONTROLLED SUBSTANCE,3/13/25  11:43:00PM,3/14/25  12:00:00AM,1199 WESTWOOD BLVD/WILSHIRE BLVD,Unknown
2025013678,25-0539,UNLAWFUL REG/ID/PLATES/ETC W/ INTENT TO AVOID REG COMPLIANCE,3/13/25  10:50:00PM,3/13/25  10:50:00PM,2399 S BUNDY DR/W PICO BLVD,Unknown
2025013638,25-0538,ANNOYING COMM:OBSCENE/THREATENING,3/13/25  2:12:00PM,3/13/25  9:34:00PM,"KELTON ARMS APARTMENTS, 433 KELTON AVE",Unknown
2025013632,25-0537,MISSING PERSON(S),3/13/25  8:15:00PM,3/13/25  8:15:00PM,RONALD REAGAN UCLA MEDICAL CENTER,Unknown
2025013630,25-0536,UNLAWFUL REG/ID/PLATES/ETC W/ INTENT TO AVOID REG COMPLIANCE,3/13/25  8:16:00PM,3/13/25  8:16:00PM,2240 SAWTELLE BLVD,Unknown
2025013606,-,BURGLARY FROM MOTOR VEHICLE RE,3/13/25  5:03:19PM,3/13/25  5:03:19PM,"675 CHARLES E YOUNG DR S, Updated as of:",Unknown
2025013587,25-0535,PETTY THEFT - FROM BUILDINGS,2/1/25  12:30:00PM,2/1/25  12:30:00PM,"UCLA SANTA MONICA HOSPITAL, 1250 16TH ST",Unknown
2025013586,-,DISTURBING THE PEACE,3/13/25  3:12:19PM,3/13/25  3:12:19PM,11271 MASSACHUSETTS AVE,CANCELLED BY REPORTING PARTY
2025013584,-,SUBJECT REFUSING TO LEAVE,3/13/25  3:11:27PM,3/13/25  3:11:27PM,11271 MASSACHUSETTS AVE,CANCELLED BY REPORTING PARTY
2025013582,-,DISTURBING THE PEACE,3/13/25  2:58:59PM,3/13/25  2:58:59PM,430 PORTOLA PZ,DETAIL HANDLED: NO REPORT
2025013578,-,SUSPICIOUS CIRCUMSTANCES,3/13/25  2:16:43PM,3/13/25  2:16:43PM,485 HALVERN DR,INFORMATION ONLY
2025013576,-,BURGLARY ALARM,3/13/25  1:44:14PM,3/13/25  1:44:14PM,600-BLOCK CHARLES E YOUNG DR S,NON-CRIMINAL MATTER
2025013575,-,UNAUTHORIZED SUBJECTS,3/13/25  1:20:01PM,3/13/25  1:20:01PM,555 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025013570,-,DISTURBING THE PEACE,3/13/25  12:46:39PM,3/13/25  12:46:39PM,2020 SANTA MONICA BLVD,DETAIL HANDLED: NO REPORT
2025013569,-,FIRE ALARM,3/13/25  12:40:03PM,3/13/25  12:40:03PM,"POWELL LIBRARY, 10740 DICKSON PZ",REPORT TAKEN
2025013565,-,MISC PC CODE VIOLATION,3/13/25  12:28:19PM,3/13/25  12:28:19PM,601 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025013559,25-0534,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,3/7/25  4:22:00PM,3/7/25  6:36:00PM,1000 BROXTON AVE,Unknown
2025013553,-,MISC PC CODE VIOLATION,3/13/25  11:21:54AM,3/13/25  11:21:54AM,601 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025013542,-,FIRE ALARM,3/13/25  10:00:15AM,3/13/25  10:00:15AM,"MEDICAL PLAZA 100 MANOUKIAN MEDICAL BLDG REPORT TAKEN, 100 MEDICAL PZ",Unknown
2025013539,-,ORTHOPEDIC INJURY,3/13/25  9:35:25AM,3/13/25  9:35:25AM,332 DE NEVE DR,DETAIL HANDLED: NO REPORT
2025013533,-,UNAUTHORIZED SUBJECTS,3/13/25  9:03:43AM,3/13/25  9:03:43AM,2509 PICO BLVD,WARNED OR ADVISED
2025013532,-,UNAUTHORIZED SUBJECTS,3/13/25  8:28:42AM,3/13/25  8:28:42AM,10945 LE CONTE AVE,WARNED OR ADVISED
2025013528,-,UNAUTHORIZED SUBJECTS,3/13/25  7:49:43AM,3/13/25  7:49:43AM,240 CHARLES E YOUNG DR N,UNABLE TO LOCATE
2025013521,-,FIRE ALARM,3/13/25  7:11:09AM,3/13/25  7:11:09AM,"BOYER HALL, 611 CHARLES E YOUNG DR E",PARTY
2025013520,-,SUBJECT REFUSING TO LEAVE,3/13/25  7:05:21AM,3/13/25  7:05:21AM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025013514,25-0533,TRAFFIC COLLIS UNIVERSITY VEH,3/13/25  2:44:36AM,3/13/25  2:44:36AM,"MAIN OFFICE SAWTELLE APTS, 3200 SAWTELLE BLVD, Updated as of:",Unknown
2025013505,25-0532,OBSTRUCT/RESIST/ETC PUBLIC/P OFFICER/EMT,3/13/25  12:01:00AM,3/13/25  12:01:00AM,12099 LA GRANGE AVE/S BUNDY DR,Unknown
2025013502,-,SUSPICIOUS CIRCUMSTANCES,3/12/25  11:30:12PM,3/12/25  11:30:12PM,MIDVALE AVE/LEVERING AVE,INFORMATION ONLY
2025013478,-,MISDEMEANOR HIT AND RUN REPORT,3/12/25  9:40:48PM,3/12/25  9:40:48PM,219 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025013470 2025013470 2025013470 2025013470 2025013470,25-0531 25-0531 25-0531 25-0531 25-0531,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT (2) APPROPRIATE LOST PROPERTY (3) POSSESS CONTROLLED SUBSTANCE (4) PARAPHERNALIA - POSSESS UNLAWFUL (5) WARRANT ARREST,3/12/25  8:39:00PM  3/12/25  8:39:00PM  3/12/25  8:39:00PM  3/12/25  8:39:00PM  3/12/25  8:39:00PM,3/12/25  9:09:00PM  3/12/25  9:09:00PM  3/12/25  9:09:00PM  3/12/25  9:09:00PM  3/12/25  9:09:00PM,"PAULEY PAVILION, 301 WESTWOOD PZ, PAULEY PAVILION, 301 WESTWOOD PZ, PAULEY PAVILION, 301 WESTWOOD PZ, PAULEY PAVILION, 301 WESTWOOD PZ, PAULEY PAVILION, 301 WESTWOOD PZ",Unknown
2025013469,-,BURGLARY ALARM,3/12/25  8:30:42PM,3/12/25  8:30:42PM,500-BLOCK CHARLES E YOUNG DR E,DETAIL HANDLED: NO REPORT
2025013451,-,FIRE ALARM,3/12/25  7:33:28PM,3/12/25  7:33:28PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",REPORT TAKEN
2025013444,25-0530,PETTY THEFT - FROM BUILDINGS,3/4/25  8:20:00PM,3/6/25  7:00:00PM,"GAYLEY HEIGHTS APARTMENTS, 10995 LE CONTE AVE",Unknown
2025013439,25-0529,VEHICLE TOW REPORT,3/12/25  12:00:00AM,3/12/25  12:00:00AM,"TIPUANA, 900 WEYBURN PL",Unknown
2025013430,-,BURGLARY ALARM,3/12/25  5:07:34PM,3/12/25  5:07:34PM,500-BLOCK PORTOLA PZ,NON-CRIMINAL MATTER
2025013425,-,FIRE ALARM,3/12/25  4:38:14PM,3/12/25  4:38:14PM,"COVEL COMMONS, 330 DE NEVE DR",REPORT TAKEN
2025013417,-,FIRE ALARM,3/12/25  3:21:08PM,3/12/25  3:21:08PM,"MEDICAL PLAZA 200 PETER MORTON BUILDING, 200 MEDICAL PZ",REPORT TAKEN
2025013407,-,SUBJECT REFUSING TO LEAVE,3/12/25  2:01:54PM,3/12/25  2:01:54PM,10833 LE CONTE AVE,CANCELLED BY REPORTING PARTY
2025013406,-,RAPE REPORT,3/12/25  1:47:55PM,3/12/25  1:47:55PM,400-BLOCK CHARLES E YOUNG DR E,DETAIL HANDLED: NO REPORT
2025013401,-,BURGLARY ALARM,3/12/25  12:37:37PM,3/12/25  12:37:37PM,200-BLOCK WESTWOOD PZ,NON-CRIMINAL MATTER
2025013397,-,UNAUTHORIZED SUBJECTS,3/12/25  12:05:14PM,3/12/25  12:05:14PM,570 WESTWOOD PZ,INFORMATION ONLY
2025013394,25-0528,PETTY THEFT - FROM BUILDINGS,3/12/25  1:49:48PM,3/12/25  1:49:49PM,"BOELTER HALL, 580 PORTOLA PZ, Updated as of:",Unknown
2025013389,-,FIRE ALARM,3/12/25  10:39:33AM,3/12/25  10:39:33AM,"COVEL COMMONS, 330 DE NEVE DR",REPORT TAKEN
2025013387,25-0527,PETTY THEFT - FROM BUILDINGS,3/11/25  6:00:00PM,3/12/25  1:00:00AM,"PASEO WEYBURN TERRACE, 11000 WEYBURN DR",Unknown
2025013383,-,MISDEMEANOR HIT AND RUN REPORT,3/12/25  9:52:56AM,3/12/25  9:52:56AM,219 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025013382,25-0526,TRAFFIC COLLISION REPORT,3/12/25  9:40:03AM,3/12/25  9:40:04AM,"KERCKHOFF HALL, 310 WESTWOOD PZ",Unknown
2025013327 2025013327,25-0525 25-0525,RECKLESS DRIVING:HIGHWAY (2) ILLEGAL SPEED CONTEST,3/11/25  11:46:00PM  3/11/25  11:46:00PM,3/11/25  11:46:00PM  3/11/25  11:46:00PM,"1001 WESTWOOD BLVD, 1001 WESTWOOD BLVD",Unknown
2025013309,-,SUSPICIOUS CIRCUMSTANCES,3/11/25  10:39:06PM,3/11/25  10:39:06PM,602 CHARLES E YOUNG DR E,DETAIL HANDLED: NO REPORT
2025013302,25-0524,WARRANT ARREST,3/11/25  10:25:00PM,3/11/25  11:32:00PM,10829 OHIO AVE/GLENDON AVE,Unknown
2025013297,-,SUSPICIOUS CIRCUMSTANCES,3/11/25  10:17:56PM,3/11/25  10:17:56PM,332 DE NEVE DR,INFORMATION ONLY
2025013288,25-0523,WARRANT ARREST,3/11/25  9:44:00PM,3/11/25  9:54:00PM,"GEFFEN PLAYHOUSE, 10886 LE CONTE AVE",Unknown
2025013272,25-0522,MISDEMEANOR HIT AND RUN REPORT,3/11/25  8:08:47PM,3/11/25  8:08:47PM,WEYBURN AVE/HILGARD AVE,OPEN CASE: TO BE ASSIGNED
2025013262,-,SUSPICIOUS CIRCUMSTANCES,3/11/25  7:36:10PM,3/11/25  7:36:10PM,570 WESTWOOD PZ,UNABLE TO LOCATE
2025013239,-,DISTURBING THE PEACE,3/11/25  5:18:31PM,3/11/25  5:18:31PM,337 CHARLES E YOUNG DR E,DETAIL HANDLED: NO REPORT
2025013237,-,UNAUTHORIZED SUBJECTS,3/11/25  5:08:56PM,3/11/25  5:08:56PM,601 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025013234,-,DISTURBING THE PEACE,3/11/25  4:19:45PM,3/11/25  4:19:45PM,707 TIVERTON DR,DETAIL HANDLED: NO REPORT
2025013232,25-0521,BURGLARY,3/11/25  5:14:09AM,3/11/25  5:19:10AM,11024 STRATHMORE DR,Unknown
2025013229,25-0520,EXTORTION,3/11/25  10:00:00AM,3/11/25  2:00:00PM,601 WESTWOOD PZ,Unknown
2025013216,25-0519,PETTY THEFT - FROM BUILDINGS,3/10/25  2:01:00PM,3/11/25  10:40:00AM,"GLENROCK WEST APARTMENTS, 555 GLENROCK AVE",Unknown
2025013215,-,SUSPICIOUS CIRCUMSTANCES,3/11/25  1:18:53PM,3/11/25  1:18:53PM,"2530 WILSHIRE BLVD, Updated as of:",Unknown
2025013213,-,SUSPICIOUS CIRCUMSTANCES,3/11/25  1:17:45PM,3/11/25  1:17:45PM,WILSHIRE BLVD/14TH ST,CANCELLED BY REPORTING PARTY
2025013212,-,DISTURBING THE PEACE,3/11/25  1:02:23PM,3/11/25  1:02:23PM,900 WESTWOOD BLVD,WARNED OR ADVISED
2025013208,-,MISC PC CODE VIOLATION,3/11/25  12:15:17PM,3/11/25  12:15:17PM,398 PORTOLA PZ,DETAIL HANDLED: NO REPORT
2025013204,-,UNAUTHORIZED SUBJECTS,3/11/25  11:54:25AM,3/11/25  11:54:25AM,235 CHARLES E YOUNG DR E,WARNED OR ADVISED
2025013202,-,MISC PC CODE VIOLATION,3/11/25  11:36:37AM,3/11/25  11:36:37AM,601 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025013201 2025013201,25-0518 25-0518,INVADE PRIVACY: USE DEVICE TO LOOK INTO BED/BATHROOM/ETC (2) PAROLE VIOLATION,3/11/25  11:26:04AM  3/11/25  11:26:04AM,3/11/25  11:26:05AM  3/11/25  11:26:05AM,"GEOLOGY BUILDING, 595 CHARLES E YOUNG DR E, GEOLOGY BUILDING, 595 CHARLES E YOUNG DR E",Unknown
2025013198,25-0516,VANDALISM:DEFACE PROPERTY,2/28/25  12:00:00AM,3/11/25  11:00:00AM,"MORGAN ATHLETIC CENTER, 325 WESTWOOD PZ",Unknown
2025013190,25-0517,MISCELLANEOUS INCIDENT REPORT,3/6/25  12:00:00AM,3/11/25  12:00:00AM,1500 GRANVILLE AVE,Unknown
2025013187,-,SUBJECT REFUSING TO LEAVE,3/11/25  10:23:39AM,3/11/25  10:23:39AM,445 CHARLES E YOUNG DR E,WARNED OR ADVISED
2025013179,-,SUBJECT REFUSING TO LEAVE,3/11/25  10:05:08AM,3/11/25  10:05:08AM,900 WESTWOOD BLVD,DETAIL HANDLED: NO REPORT
2025013147,-,FIRE ALARM,3/11/25  5:03:19AM,3/11/25  5:03:19AM,"KEYSTONE APARTMENTS, 3770 KEYSTONE AVE",REPORT TAKEN
2025013146,-,SUSPICIOUS CIRCUMSTANCES,3/11/25  5:00:43AM,3/11/25  5:00:43AM,729 GAYLEY AVE,UNABLE TO LOCATE
2025013119,-,SUSPICIOUS CIRCUMSTANCES,3/11/25  3:35:05AM,3/11/25  3:35:05AM,555 WESTWOOD PZ,UNABLE TO LOCATE
2025013104,25-0515,MENTAL DISORDER 72 HR OBSERVATION,3/10/25  11:57:00PM,3/11/25  12:09:00AM,700-BLOCK WESTWOOD PLAZA,Unknown
2025013097,25-0513,JUVENILE MENTAL DISORDER 72 HR OBSERVATION,3/10/25  11:04:00PM,3/10/25  11:04:00PM,700-BLOCK WESTWOOD PZ,Unknown
2025013082,25-0514,MENTAL DISORDER 72 HR OBSERVATION,3/10/25  10:14:00PM,3/10/25  10:51:00PM,300-BLOCK CHARLES E YOUNG DR W,Unknown
2025013072,25-0512,MISCELLANEOUS INCIDENT REPORT,3/10/25  7:00:00PM,3/10/25  9:29:00PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",Unknown
2025013063,-,FIRE ALARM,3/10/25  8:29:30PM,3/10/25  8:29:30PM,"CENTER FOR HEALTH SCIENCES, 10833 LE CONTE AVE",REPORT TAKEN
2025013056,25-0511,MENTAL DISORDER 72 HR OBSERVATION,3/10/25  7:54:00PM,3/10/25  7:54:00PM,"200-BLOCK DE NEVE DR, Updated as of:",Unknown
2025013055,-,HEAD INJURY,3/10/25  7:48:41PM,3/10/25  7:48:41PM,"UCLA SM BAY PHYSICIANS WILSHIRE, 2424 WILSHIRE BLVD",DETAIL HANDLED: NO REPORT
2025013041,25-0510,ASSAULT,3/10/25  7:08:00PM,3/10/25  7:49:00PM,"UCLA SM BAY PHYSICIANS WILSHIRE, 2424 WILSHIRE BLVD",Unknown
2025013039,-,BURGLARY ALARM,3/10/25  6:35:54PM,3/10/25  6:35:54PM,500-BLOCK PORTOLA PZ,DETAIL HANDLED: NO REPORT
2025013030,-,SMELL OR SIGHT OF SMOKE,3/10/25  5:23:29PM,3/10/25  5:23:29PM,CHARLES E YOUNG DR W/DE NEVE DR,REPORT TAKEN
2025013028,-,BURGLARY ALARM,3/10/25  5:04:07PM,3/10/25  5:04:07PM,500-BLOCK PORTOLA PZ,NON-CRIMINAL MATTER
2025013019,-,ARSON REPORT,3/10/25  4:17:04PM,3/10/25  4:17:04PM,"VFC - ROBERT LEVINE FAMILY HEALTH CENTER, 905 VENICE BLVD",REPORT TAKEN
2025013012,-,PETTY THEFT REPORT,3/10/25  3:27:57PM,3/10/25  3:27:57PM,1260 15TH ST,DETAIL HANDLED: NO REPORT
2025013006,-,INVESTIGATION,3/10/25  2:56:49PM,3/10/25  2:56:49PM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025012999,25-0509,PETTY THEFT - OTHER,12/10/24  12:01:00AM,3/10/25  2:17:00PM,"RIEBER VISTA, 280 DE NEVE DR",Unknown
2025012994,-,MISC PC CODE VIOLATION,3/10/25  1:51:04PM,3/10/25  1:51:04PM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025012984,25-0508,BURGLARY,3/6/25  11:30:00AM,3/10/25  12:30:00PM,"PARKING STRUCTURE 7, 336 CHARLES E YOUNG DR N",Unknown
2025012947,-,FIRE ALARM,3/10/25  10:03:30AM,3/10/25  10:03:30AM,"PARKING STRUCTURE 32, 1070 VETERAN AVE",REPORT TAKEN
2025012946,-,SUSPICIOUS CIRCUMSTANCES,3/10/25  9:33:53AM,3/10/25  9:33:53AM,WESTHOLME AVE/LINDBROOK DR,NON-CRIMINAL MATTER
2025012944,25-0507,VANDALISM:DEFACE PROPERTY,3/10/25  9:34:00AM,3/10/25  9:34:00AM,"ANDERSON SCHOOL OF MANAGEMENT, 110 WESTWOOD PZ",Unknown
2025012940,25-0506,BURGLARY - FROM MOTOR VEHICLE,3/9/25  5:16:32PM,3/10/25  5:16:33PM,"PARKING STRUCTURE SV, 332 DE NEVE DRIVE",Unknown
2025012938,-,UNAUTHORIZED SUBJECTS,3/10/25  8:24:50AM,3/10/25  8:24:50AM,580 PORTOLA PZ,INFORMATION ONLY
