Case Number,Date/Time Reported,Date/Time Occurred,Incident Type,Location,Disposition
R00036-2025,2/20/25 0:00,2/21/25 0:00,Alcohol Referral (3),Unknown,University Diversion
CSA031125001,3/11/25 0:00,2/21/25 0:00,Sexual Assault - Rape,Unknown,Closed
2503068001,3/13/25 1:31,2/21/25 0:00,Criminal Damage/Intentional Damage,1018 E South Campus Dr,Closed
R00037-2025,2/21/25 0:00,2/21/25 0:00,Drug Referral (1),610 N Highland,University Diversion
2502248001,3/13/25 1:01,2/20/25 22:15,Criminal Damage/Intentional Damage,515 N Tyndall Ave,Closed
2502200013,2/20/25 21:24,2/20/25 20:00,Assist Other Agency/Municipal Criminal Justice,N Euclid Ave & E 6Th St,Closed
2502200014,2/20/25 21:15,2/20/25 19:54,Suspicious Activity,602 N Highland Ave,Pending
2502200012,2/20/25 21:41,2/20/25 18:21,Disorderly Conduct/Other,602 N Highland Ave,Closed
2502200008,2/20/25 21:11,2/20/25 16:31,Mental Health/Other,1101 E Mabel St,Closed
2502200009,2/20/25 19:43,2/20/25 15:30,Assault/No Injury,615 N Park Ave,Closed
2502200007,2/20/25 17:42,2/20/25 14:44,Warrants/Misdemeanor,1512 E 1 St,Arrest
2502200006,2/20/25 15:14,2/20/25 14:31,Criminal Damage/Graffiti,910 E 5 St,Closed
2502200004,2/20/25 14:11,2/20/25 13:40,Criminal Damage/Intentional Vandalism,610 N Highland Ave,Closed
2502200005,2/20/25 14:52,2/20/25 13:19,Assault/ No Injury,1401 E University Blvd,Arrest
2502200003,2/20/25 14:08,2/20/25 12:25,Criminal Damage,888 N Euclid Ave,Closed
2502200010,2/20/25 18:59,2/20/25 11:00,Mental Health/ Transported To Treatment Facility,412 South Star/Ave,Closed
2502200011,2/20/25 20:00,2/20/25 9:43,Other Offenses/Other Misdemeanors,880 E 4 St,Closed
2502200002,2/20/25 9:30,2/20/25 8:14,Larceny/From Building Open To The Public,4210 N Campbell Ave,Closed
2502200001,2/20/25 4:26,2/20/25 3:12,Criminal Damage/Intentional Vandalism,940 E 4 St,Closed
R00034-2025,2/20/25 0:00,2/20/25 0:00,Drug Referral (2),822 E 5th St,University Diversion
2502190008,2/19/25 23:51,2/19/25 22:59,Liquor Laws/Other/Traffic & Motor Vehc Laws/License & Registration,Campbell/6Th St,Arrest
2502190007,2/19/25 21:26,2/19/25 17:50,Other Offenses/Other Misdemeanors,1641 N Cherry,Closed
2502190006,2/19/25 16:37,2/19/25 15:34,Assist Other Agency/Other,707 North Alvernon Way,Closed
2502190004,2/19/25 15:30,2/19/25 14:19,Non-Traffic Accident/Property Damage,1201 N Santa Rita Ave,Closed
2502190003,2/19/25 14:16,2/19/25 13:20,Traffic & Motor Veh Laws/Moving Violations,Campbell/6Th St,Arrest
2502190005,2/19/25 16:31,2/19/25 13:00,Suspicious Activity/Person,1020 North Tyndall Avenue,Closed
2502190002,2/19/25 12:51,2/19/25 12:04,Assault/No Injury,1303 E University Blvd,Closed
2502208001,3/13/25 1:01,2/19/25 10:30,Larceny/Bicycles,1107 E James E Rogers Way,Closed
2502190001,2/19/25 10:28,2/19/25 10:02,Found/Property,1215 E Lowell St,Closed
2502180010,2/19/25 4:52,2/18/25 22:30,Larceny/From Motor Vehicles,1501 N Campbell Ave,Active
2502180009,2/18/25 17:46,2/18/25 16:38,Civil Matter/Preserve The Peace,621 N Highland Ave,Closed
2502180008,2/18/25 16:26,2/18/25 15:40,Found/Property,1303 E James E Rogers Way & 2Nd St,Closed
2502180007,2/18/25 15:15,2/18/25 14:46,Assist Other Agency/Municipal Criminal Justice,N Park Ave & E 6Th St,Closed
2502180006,2/19/25 8:40,2/18/25 14:39,Unfounded/ No Bonafide Incident,1852 E 1St St,Closed
2502180003,2/18/25 11:39,2/18/25 9:06,Criminal Damage,888 E University Blvd & E 2Nd St,Closed
2502180005,2/18/25 14:44,2/18/25 9:00,Larceny/Bicycles,1103 E 2 St,Closed
2502180001,2/18/25 2:19,2/18/25 0:26,Public Assist/Check Welfare,1201 N Santa Rita Ave,Closed
R00035-2025,2/20/25 0:00,2/18/25 0:00,Alcohol Referral (4),575 N Highland,University Diversion
2502170007,2/17/25 22:02,2/17/25 21:32,Miscellaneous/Officer,575 E 6Th St,Closed
2502170005,2/17/25 19:49,2/17/25 18:44,Assist Other Agency/Municipal Crim Justice,Euclid/Mabel,Closed
2502180002,2/18/25 10:48,2/17/25 17:00,Criminal Damage,1501 N Campbell Ave,Closed
2502180004,2/18/25 13:14,2/17/25 15:00,Larceny/All Others,910 E 5 St,Closed
2502170002,2/17/25 8:07,2/17/25 6:45,Burglary/Forcible Entry,540 N Stadium Way,Closed
2502178001,3/13/25 0:32,2/17/25 0:25,Criminal Damage/Intentional Damage,515 N Tyndall Ave,Closed
R00033-2025,2/17/25 0:00,2/17/25 0:00,Alcohol Referral (3),822 E 5th St,University Diversion
2502170001,2/17/25 1:45,2/16/25 23:55,Suspicious Activity/Person,515 N Tyndall Ave,Active
2502160011,2/17/25 1:07,2/16/25 21:03,Mental Health/Trasported To Treatment Facility,Speedway/Campbell,Closed
2502160008,2/16/25 19:26,2/16/25 15:11,Suspicious Activity/Person,610 E 6th ST,Closed
2502160009,2/16/25 15:17,2/16/25 14:41,Criminal Damage/Graffiti,1601 E University Blvd,Closed
2502160007,2/16/25 14:15,2/16/25 14:15,Lost/Property,1700 E 2 St,Closed
2502160006,2/16/25 12:05,2/16/25 11:56,Criminal Damage/Intentional Vandalism,1010 E 2nd ST,Closed
2502160004,2/16/25 10:11,2/16/25 9:44,Found/Property,1009 N Park,Closed
2502160003,2/16/25 4:07,2/16/25 3:45,Disturbance/Other,910 E 5 St,Closed
2502160005,2/16/25 10:39,2/16/25 3:00,Disorderly Conduct/Disturbing The Peace,515 N Tyndall Ave,Closed
2502160002,2/16/25 3:13,2/16/25 2:35,Criminal Damage/Intentional Vandalism/Trespassing/Disorderly Conduct/Disturbing The Peace,570 E 6th ST,Closed
2502160010,2/16/25 23:59,2/16/25 2:30,Disorderly Conduct/Disturbing The Peace,515 N Tyndall Ave,Closed
2502150010,2/15/25 0:47,2/15/25 23:16,Other Offenses/Other Misdemeanors,822 E 5 St,Active
2502150009,2/15/25 23:19,2/15/25 22:48,Criminal Damage/Intentional Vandalism,880 N Euclid Ave,Closed
2502160001,2/16/25 2:10,2/15/25 22:00,Criminal Damage/Intentional Vandalism,1003 E 2nd ST,Closed
2502150008,2/15/25 21:09,2/15/25 16:59,Disorderly Conduct/Other (Trespassing),1510 N Vine Ave,Arrest
2502150007,2/15/25 16:30,2/15/25 16:00,Assist Other Agency/Municipal Criminal Justice,715 East University Boulevard,Closed
2502188001,3/13/25 1:01,2/15/25 14:00,Larceny/Bicycles,1127 E James E Rogers Way,Closed
2502150005,2/15/25 12:04,2/15/25 11:35,Criminal Damage/Intentional Vandalism,1031 E James E. Rogers Way,Closed
2502150003,2/15/25 13:07,2/15/25 10:55,Public Hazard/Other,4040 E Roger Rd & E Limberlost Dr,Closed
2502150004,2/15/25 11:02,2/15/25 10:30,Found/Property,N Park Ave & E Speedway Blvd,Closed
2502170004,2/17/25 13:39,2/15/25 10:20,Larceny/Bicycles,,Arrest
2502150006,2/15/25 13:36,2/15/25 0:00,Disturbance/Other,1295 N Martin Ave,Closed
2502158003,3/13/25 0:32,2/15/25 0:00,Criminal Damage/Intentional Damage,1440 E 4Th St,Closed
2502150001,2/14/25 0:27,2/14/25 23:58,Liquor Laws/Minor In Possession,E 1St St Ave & And St,Adult University Diversion
2502150002,2/15/25 1:58,2/14/25 23:30,Fraud/Credit Card,E University Blvd & N Tyndall Ave,Active
2502140009,2/14/25 18:34,2/14/25 18:21,Criminal Damage/Graffiti,1131 E 2 St,Closed
2502140008,2/14/25 16:43,2/14/25 16:03,Court Order/Order Of Protection,1121 E 4 St,Closed
2502140007,2/14/25 15:30,2/14/25 15:24,Suspicious Activity/Person,350 E 8th ST,Closed
2502140004,2/14/25 11:24,2/14/25 10:24,Traffic & Motor Vehc Laws/License & Registration/Moving Violations,Euclid/Seneca St,Closed
2502140005,2/14/25 10:44,2/14/25 9:45,Found/Property,1852 E 1 St,Closed
2502140003,2/14/25 11:55,2/14/25 9:06,Criminal Damage/Graffiti,1044 E Drachman St,Closed
2502140002,2/14/25 7:25,2/14/25 6:41,Disorderly Conduct/Other (Trespassing),1295 N Martin Ave,Arrest
2502140006,2/14/25 14:00,2/14/25 5:50,Criminal Damage/Intentional Vandalism,880 E 4 St,Closed
2502158002,3/13/25 0:00,2/14/25 3:00,Criminal Damage/Intentional Damage,515 N Tyndall Ave,Closed
2502140001,2/14/25 1:52,2/14/25 0:37,Disorderly Conduct/Disturbing The Peace,515 N Tyndall Ave,Closed
R00032-2025,2/14/25 0:00,2/14/25 0:00,Alcohol Referral (3),822 E 5th St,University Diversion
2502130008,2/13/25 23:43,2/13/25 22:27,Traffic & Motor Vehc Laws/License & Registration/Liquor Laws/Minor In Possession,E 2Nd St & N Cherry Ave,Arrest
2502130009,2/15/25 1:14,2/13/25 21:30,Dui/Non-Accident/Gta/Stolen/Arrest For Other Juris/Felony Warrant/Narc Drug Laws/Poss Of Paraphernalia/Narc Drug Laws/Sale/Other Offenses/Other Felonies/Weapons Violations,1565 North Ring Road,Arrest
2502130007,2/13/25 18:26,2/13/25 17:48,Lost/Property,1510 E University Blvd,Closed
2502130006,2/13/25 17:52,2/13/25 17:06,Larceny/Shoplifting,822 E Fifth St,Closed
2502130003,2/13/25 11:58,2/13/25 11:36,Criminal Damage/Graffiti,1047 East Drachman Street,Closed
2502130005,2/13/25 14:16,2/13/25 9:45,Mental Health/Transported To Treatment Facility,1951 E Roger Rd,Closed
2502130002,2/13/25 13:48,2/13/25 8:48,Disorderly Conduct/Other (Trespassing),1501 N Campbell Ave,Arrest
2502130001,2/13/25 12:54,2/13/25 7:51,Disorderly Conduct/Other (Trespassing),220 W 6 St,Arrest
2502158001,3/13/25 0:31,2/13/25 0:00,Criminal Damage/Intentional Damage,1201 E Speedway,Closed
2501120011,2/13/25 0:33,2/12/25 23:46,Disorderly Conduct/Disturbing The Peace,1054 E 7Th St,Arrest
2502120010,2/12/25 23:40,2/12/25 21:26,Assist Other Agency/Municipal Criminal Justice,904 East University Boulevard,Closed
2502120007,2/12/25 20:10,2/12/25 19:28,Liquor Laws/Minor In Possession,1245 N Palm Rd &N Mountain Ave,Active
2502120009,2/12/25 20:55,2/12/25 19:06,Found/Property,1295 N Martin Ave,Closed
2502120008,2/12/25 23:04,2/12/25 18:56,Miscellaneous/Officer,901 E 5Th St,Closed
2502120004,2/12/25 14:00,2/12/25 10:58,Larceny/All Others/Arrest For Other Jurisdiction/Misd Criminl Warrant,1303 E University Blvd,Arrest
2502120003,2/12/25 11:22,2/12/25 10:36,Miscellaneous/Officer,1041 E Lowell St,Closed
2502120005,2/12/25 14:38,2/12/25 10:29,Non-Traffic Accident/Fatal-Leaving The Scene,1201 E 6 St,Closed
2502120002,2/12/25 10:01,2/12/25 9:45,Found/Property,1670 E Drachman St,Closed
2502120001,2/12/25 3:29,2/12/25 1:49,Disorderly Conduct/Disturbing The Peace Dv X2,1525 East Drachman Street,Arrest
2502120006,2/12/25 16:02,2/12/25 0:16,Found/Property/Other Offenses/Other Misdemeanors,E Adams St & N Euclid Ave,Closed
R00030-2025,2/12/25 0:00,2/12/25 0:00,Alcohol Referral (1),Unknown,University Diversion
R00031-2025,2/13/25 0:00,2/12/25 0:00,Alcohol Referral (2),910 E 5th St,University Diversion
2502110012,2/11/25 20:54,2/11/25 22:00,Disorderly Conduct/Disturbing The Peace,1801 N Martin Ave,Closed
2502110011,2/12/25 1:12,2/11/25 19:50,Larceny/Shoplifting,1303 E University,Closed
2502110010,2/11/25 19:30,2/11/25 18:57,Found/Property,880 E 4 St,Closed
2502110008,2/11/25 19:15,2/11/25 17:42,Suspicious Activity/Person,621 N Highland Ave,Closed
2502110009,2/11/25 21:42,2/11/25 17:00,Assault/No Injury,314 E 4Th St,Arrest
2502110007,2/11/25 15:21,2/11/25 15:21,Unfounded/No Bonafide Incident,1852 E 1st ST,Closed
2502110005,2/11/25 13:25,2/11/25 13:25,Mental Cases/Transported,1224 E Lowell St,Closed
2502110004,2/11/25 17:24,2/11/25 13:18,Traffic & Motor Vehc Laws/License & Registration,Speedway/Plumer,Arrest
2502110003,2/11/25 11:12,2/11/25 10:44,Criminal Damage/Intentional Vandalism,1115 E Helen Street,Closed
2502130004,2/13/25 12:02,2/11/25 10:00,Burglary/Attempted Forcible Entry,1713 E University Blvd,Active
2502110002,2/11/25 10:06,2/11/25 9:13,Criminal Damage/Graffiti,575 N Highland Ave,Closed
2502110001,2/11/25 9:47,2/11/25 8:56,Criminal Damage/Graffiti,1224 E Lowell St,Closed
2502170006,2/17/25 21:49,2/11/25 3:21,Disorderly Conduct/Other (Trespassing),1827 N National Championship,Closed
R00028-2025,2/11/25 0:00,2/11/25 0:00,Drug Referral (1),550 N. Highland,University Diversion
R00029-2025,2/11/25 0:00,2/11/25 0:00,Drug Referral (4),822 E 5th St,University Diversion
2502090004,2/9/25 18:12,2/9/25 18:00,Assault,E University Blvd & N Park Ave,Arrest
2502090003,2/9/25 16:00,2/9/25 16:00,Criminal Damage/Graffiti,N Cherry Ave & E 2Nd St,Closed
2502090002,2/9/25 13:29,2/9/25 13:29,Found/Property,1832 E 1St St,Closed
2502090001,2/9/25 11:35,2/9/25 11:35,Criminal Damage/Graffiti,1200 E University Blvd,Closed
2502080007,2/8/25 22:34,2/8/25 22:34,"Other Offenses/Other Felonies/Assault, Aggravated/Peace Officer (Non-Serious Inj)",1721 E Enke Dr,Arrest
2502080006,2/8/25 22:32,2/8/25 22:32,Disorderly Conduct/Disturbing The Peace/Trespassing,1721 E Enke Dr,Arrest
2502128006,3/13/25 0:31,2/8/25 21:39,Criminal Damage/Intentional Damage,1000 N Park Ave,Closed
2502080005,2/8/25 23:34,2/8/25 21:34,Disturbance/Peace Restored,1400 E 6 St,Closed
2502080004,2/8/25 15:56,2/8/25 14:47,Disorderly Conduct/Disturbing The Peace,638 East University Boulevard,Closed
2502128004,3/13/25 0:31,2/8/25 11:17,Criminal Damage/Intentional Damage,515 N Tyndall Ave,Closed
2502128003,3/13/25 0:31,2/8/25 11:09,Criminal Damage/Intentional Damage,515 N Tyndall Ave,Closed
2502080002,2/28/25 2:30,2/8/25 2:31,Assault/No Injury/Liquor Laws/Minor In Possession,870 East University Boulevard,Arrest
2502128002,3/13/25 0:01,2/8/25 1:54,Criminal Damage/Intentional Damage,515 N Tyndall Ave,Closed
2502080001,2/8/25 1:20,2/7/25 23:23,Sick Cared For/Transported To Medical Facility,1670 E Drachman St,Closed
2502070014,2/8/25 4:51,2/7/25 23:05,Disorderly Conduct/Disturbing The Peace,1721 E Enke,Arrest
2502128005,2/7/25 22:45,2/7/25 22:45,Lost/Property,819 East 1St Street,Closed
2502070013,2/7/25 20:01,2/7/25 19:50,Found/Property,1423 E University Blvd,Closed
2502128007,3/13/25 0:31,2/7/25 19:00,Criminal Damage/Intentional Damage,621 N Highland,Closed
2502080003,2/8/25 10:15,2/7/25 18:50,Other Offenses/Other Felonies,1031 N Olive Rd,Closed
2502070012,2/7/25 20:10,2/7/25 18:45,Traffic & Motor Vehc Laws/Moving Violations,N Euclid Ave & E 9Th St,Closed
2502070011,2/7/25 15:06,2/7/25 15:06,Narcotic Drug Laws/Possession/Poss Of Paraphernalia/Misd Warrants/Other Jurisdiciton,1415 N 6 Ave,Arrest
2502070010,2/7/25 14:53,2/7/25 13:31,Disorderly Conduct/Other (Trespassing),1303 E University Blvd,Arrest
2502070009,2/7/25 13:12,2/7/25 13:12,Traffic Accident/Property Damage,615 N Park Ave,Closed
2502070008,2/7/25 14:04,2/7/25 12:45,Miscellaneous/Officer,1852 E 1St St,Active
2502070007,2/7/25 16:45,2/7/25 11:16,Disturbance/No Criminal Violation,1209 E University Blvd,Closed
2502070006,2/7/25 11:48,2/7/25 11:00,Criminal Damage/Graffiti,1025 North Olive Road,Closed
2502070005,2/7/25 14:49,2/7/25 11:00,Fraud/Credit Card,1303 E University Blvd,Closed
2502070004,2/7/25 8:19,2/7/25 7:36,Criminal Damage/Intentional Vandalism,910 E 5 St,Closed
2502070003,2/7/25 7:38,2/7/25 6:37,Disorderly Conduct/Other (Trespassing),1508 E Helen St,Closed
2502070002,2/7/25 4:57,2/7/25 3:36,Suspicious Activity/Person,515 N Tyndall Ave,Closed
2502070001,2/7/25 1:02,2/7/25 0:16,Liquor Laws/Minor In Possession,601 N Highland Ave,Adult University Diversion
R00026-2025,2/7/25 0:00,2/7/25 0:00,Alcohol Referral (1),601 N Highland,University Diversion
2502128008,3/13/25 0:31,2/7/25 0:00,Criminal Damage/Graffiti,1201 E Speedway,Closed
2502060009,2/6/25 22:45,2/6/25 22:45,Liquor Laws/Minor In Possession,E 4Th St & N Cherry Ave,Arrest
2502060008,2/6/25 18:46,2/6/25 18:46,Civil Matter/Other,N Palm Drive & E 2Nd St,Closed
2502060006,2/6/25 17:10,2/6/25 17:10,Unfounded/No Bonafide Incident,1852 E 1 St,Closed
2502060005,2/6/25 17:07,2/6/25 17:07,Unfounded/No Bonafide Incident,1852 E 1 St,Closed
2502060007,2/6/25 16:30,2/6/25 16:30,Found/Property,1641 E Enke Dr,Closed
2502060004,2/6/25 16:23,2/6/25 16:23,Stolen Property/Possession,825 East University Boulevard,Arrest
2502060001,2/6/25 10:00,2/6/25 10:00,Traffic & Motor Vehc Laws/Moving Violations,E 6Th St & Santa Rita Ave,Arrest
2502060002,2/6/25 9:50,2/6/25 9:50,Fraud/Credit Card/Lost/Property,1340 E University Blvd,Closed
2502170003,2/17/25 14:24,2/6/25 0:01,Fraud/Credit Card,1480 W State Route 366 (Safford),Closed
2502050011,2/5/25 22:11,2/5/25 22:11,Traffic & Motor Vehc Laws/License & Registration/Arrest For Other Jurisdiction/Misd Criminl Warrant,N Vine Ave & E 1St St,Arrest
2502050010,2/5/25 19:40,2/5/25 19:40,Suspicious Activity/Person,1017 N Olive Rd,Closed
2502050008,2/5/25 19:29,2/5/25 19:29,Criminal Damage/Graffiti,1130 N Mountain Ave,Closed
2502060003,2/6/25 15:15,2/5/25 18:00,Other Offenses/Other Felonies,1010 N Park Ave,Pending
2502050007,2/5/25 14:48,2/5/25 14:40,Collision Report,230 N Norris Ave,Closed
2502050009,2/5/25 14:14,2/5/25 14:14,Fraud/Bogus Checks,1000 N Park Ave,Closed
2502050005,2/5/25 13:15,2/5/25 13:15,Criminal Damage/Graffiti,888 N Euclid Ave,Closed
2502050006,2/5/25 13:12,2/5/25 13:12,Found/Property,1852 E 1 St,Closed
2502050004,2/5/25 10:28,2/5/25 10:28,Criminal Damage/Graffiti,1031 N Olive Rd,Closed
2502050003,2/5/25 6:30,2/5/25 6:30,Disorderly Conduct/Other (Trespassing),1695 E Speedway Blvd,Arrest
2502050002,2/5/25 3:00,2/5/25 1:39,Assault/Minor Injury,822 E 5 St,Arrest
2502040011,2/4/25 23:04,2/4/25 23:04,Disorderly Conduct/Disturbing The Peace,1621 East 1St Street,Closed
2502050001,2/4/25 22:10,2/4/25 22:10,Non-Traffic Accident/Personal Injury,1633-1639 E 1 St,Closed
2502040009,2/4/25 21:35,2/4/25 21:35,Criminal Damage/Graffiti,1017 N Olive Rd,Closed
2502040008,2/4/25 21:32,2/4/25 21:32,Suspicious Activity/Person,1510 E University Blvd,Closed
2502040010,2/4/25 20:34,2/4/25 20:34,Larceny/All Others,515 N Tyndall Ave,Closed
2502040007,2/4/25 15:42,2/4/25 15:42,Disturbance/Peace Restored,744 N Highland Ave,Closed
2502040006,2/4/25 15:41,2/4/25 15:41,Assist Other Agency/Municipal Criminal Justice/Narcotic Drug Laws/Possession Of Paraphernalia/Disorderly Conduct/Other (Trespassing),1510 E University Blvd,Arrest
2502048003,2/4/25 12:30,2/4/25 12:30,Larceny/Bicycles,1041 East Lowell Street,Closed
2502040005,2/4/25 9:00,2/4/25 9:00,Criminal Damage/Graffiti,926 North Euclid Avenue,Closed
2502040004,2/4/25 8:36,2/4/25 8:36,Criminal Damage/Graffiti,888 N Euclid Ave,Closed
2502040003,2/4/25 4:18,2/4/25 4:18,Miscellaneous/Officer,1670 E Drachman St,Closed
2502040002,2/4/25 1:24,2/4/25 1:20,Liquor Laws/Minor In Possession,1121 E 4 St,Adult University Diversion
2502040001,2/4/25 0:56,2/4/25 0:56,Disorderly Conduct/Other (Trespassing),530 N Vine Ave,Arrest
2502020006,2/2/25 16:45,2/2/25 16:45,Criminal Damage/Intentional Vandalism,1630 E University Blvd,Closed
2502020005,2/2/25 12:35,2/2/25 12:35,Criminal Damage/Intentional Vandalism,1103 E 2 St,Closed
2502068001,2/2/25 12:00,2/2/25 12:00,Larceny/Auto Parts & Accessories,1041 East Lowell Street,Closed
2502020008,2/2/25 21:40,2/2/25 12:00,Larceny/Bicycles,1657 E Helen St,Closed
2502020007,2/2/25 20:40,2/2/25 4:00,Criminal Damage/Intentional Vandalism/Larceny/Metal Theft,250 E Valencia Rd,Closed
2502020004,2/2/25 3:18,2/2/25 3:18,Disorderly Conduct/Other (Trespassing),822 E 5 St,Closed
2502020003,2/2/25 1:46,2/2/25 1:46,Narcotic Drug Laws/Possession/Narcotic Drug Laws/Possession Of Paraphernalia,E Speedway Blvd & N Mountain Ave,Arrest
2502020002,2/2/25 1:22,2/2/25 1:22,Disorderly Conduct/Other (Trespassing),515 N Tyndall Ave,Closed
2502020001,2/1/25 23:56,2/1/25 23:56,Criminal Damage/Intentional Vandalism/Disorderly Conduct/Disturbing The Peace,1511 E 6 St,Active
2502010009,2/1/25 20:55,2/1/25 22:50,Assault/Minor Injury/Disorderly Conduct/Fighting,1449 North Cherry Avenue,Closed
2502010008,2/1/25 22:38,2/1/25 20:26,Criminal Damage/Intentional Vandalism,1502 E Mabel St,Closed
2502010007,2/1/25 20:35,2/1/25 19:45,Gta/Stolen,1512 E 1 St,Closed
2502010006,2/1/25 16:38,2/1/25 14:32,Disorderly Conduct/Other (Trespassing)/Larceny/From Building Open To The Public,744 N Highland Ave,Arrest
2502010004,2/1/25 12:01,2/1/25 10:45,Criminal Damage/Graffiti,1071 North Mountain Avenue,Closed
2502010003,2/1/25 8:25,2/1/25 8:05,Criminal Damage/Graffiti,1200 E University Blvd,Closed
2502010002,2/1/25 2:39,2/1/25 2:05,Liquor Laws/Minor In Possession,940 E 5 St,Closed
2502010001,2/1/25 0:16,1/31/25 23:48,"Assault, Aggravated/Other/Threats",760 North Tyndall Avenue,Closed
2502010005,2/1/25 12:39,1/31/25 22:00,Criminal Damage/Graffiti/Criminal Damage/Intentional Vandalism,515 N Tyndall Ave,Closed
2501310019,2/1/25 5:31,1/31/25 21:41,Traffic & Motor Veh Laws/Moving Violations,Speedway/Mountain,Arrest
2501310018,1/31/25 22:30,1/31/25 21:34,Criminal Damage/Graffiti,515 N Tyndall Ave,Closed
2501310017,1/31/25 20:58,1/31/25 20:50,Criminal Damage/Intentional Vandalism,1224 E Lowell St,Closed
2501310015,1/31/25 18:59,1/31/25 18:30,Criminal Damage/Graffiti,1500 E University Blvd,Closed
2501310013,1/31/25 17:43,1/31/25 15:39,Suspicious Activity/Other,1303 E University Blvd,Closed
2501310010,1/31/25 13:55,1/31/25 13:14,Traffic Accident/Hit-And-Run,815 E 2 St,Active
2502048002,1/31/25 13:00,1/31/25 13:00,Lost/Property,845 N Park Ave,Closed
2501310011,1/31/25 15:06,1/31/25 12:32,Burglary/Forcible Entry,250 E Valencia Rd,Closed
2501310009,1/31/25 11:28,1/31/25 11:17,Found/Property,1852 E 1St St,Closed
2501310008,1/31/25 12:02,1/31/25 10:42,Fraud/Credit Card,1430 E 2 St,Closed
2501310006,1/31/25 11:19,1/31/25 10:37,Fraud/Defrauding,1215 E Lowell St,Closed
2501310005,1/31/25 11:25,1/31/25 8:35,Sex Offenses/Exposure/Other Offenses/Other Misdemeanors,1501 N Campbell Ave,Arrest
2501310004,1/31/25 7:35,1/31/25 7:35,Criminal Damage/Intentional Vandalism/Found/Property,1645 West Anklam Road,Closed
2501310003,1/31/25 9:13,1/31/25 5:00,Criminal Damage/Intentional Vandalism,601 N Highland Ave,Closed
2501310002,1/31/25 4:32,1/31/25 2:17,Public Assist/Check Welfare,1420 East 1St Street,Closed
2501310001,1/31/25 3:23,1/31/25 1:03,Liquor Laws/Minor In Possession,1511 East 1St Street,Adult University Diversion
2501300014,1/30/25 23:39,1/30/25 23:39,Liquor Laws/Minor In Possession,880 E 4Th St,Arrest
2502110006,2/11/25 15:47,1/30/25 19:00,Larceny/Bicycles/Criminal Damage,1303 E James E Rogers Way,Closed
2501300013,1/30/25 18:00,1/30/25 18:00,Found/Property,1852 E 1 St,Closed
2501300011,1/30/25 15:21,1/30/25 15:21,Criminal Damage/Graffiti,1601 E University Blvd,Active
2502028001,1/30/25 15:15,1/30/25 15:15,Larceny/Bicycles,1311 East 4Th Street,Closed
2501300010,1/30/25 15:15,1/30/25 15:15,Found/Property,1852 E 1 St,Closed
2501310014,1/31/25 21:24,1/30/25 15:09,Fraud/Impersonation,1512 E 1 St,Closed
2501300008,1/30/25 12:17,1/30/25 12:17,Larceny/From Building Open To The Public,,Closed
2501300007,1/30/25 11:41,1/30/25 11:41,Miscellaneous/Officer,1852 E 1 St,Closed
2501300006,1/30/25 11:00,1/30/25 11:00,Found/Property,1629 E University Blvd,Closed
2501300005,1/30/25 10:28,1/30/25 10:28,Disorderly Conduct/Other (Trespassing),4040 N Campbell Ave,Closed
2501300009,1/30/25 8:30,1/30/25 8:30,Criminal Damage/Graffiti,1852 E 1 St,Closed
2501300012,1/30/25 12:16,1/30/25 2:59,Mental Health/Other,412 South Star Avenue,Active
2501300003,1/30/25 2:15,1/30/25 2:15,Disorderly Conduct/Other (Trespassing),1827 E Enke Dr,Arrest
2501300002,1/30/25 1:17,1/30/25 1:17,Larceny/Bicycles,1101 E Mabel St,Closed
2501300001,1/30/25 0:43,1/29/25 20:00,Larceny/Bicycles,1010 E South Campus Dr,Closed
2501290009,1/29/25 15:30,1/29/25 15:30,Found/Property,1017 N Olive Rd,Closed
2501290007,1/29/25 13:06,1/29/25 13:06,Disorderly Conduct/Disturbing The Peace,744 N Highland Ave,Closed
2501290008,1/29/25 12:58,1/29/25 12:58,Found/Property,1350 N Warren Ave,Closed
2501290005,1/29/25 11:12,1/29/25 11:57,Dui/Non Accident,E 8Th St & N Fremont Ave,Pending
2501290004,1/29/25 10:30,1/29/25 10:30,Disorderly Conduct/Other (Trespassing),3740 E 34Th St,Closed
2501290003,1/29/25 10:23,1/29/25 10:23,Burglary/Forcible Entry,250 E Valencia Rd,Closed
2501290001,1/29/25 7:08,1/29/25 7:35,Arrest For Other Jurisdiction/Misd Criminl Warrant,880 E 4 St,Pending
R00019-2025,1/29/25 0:00,1/29/25 0:00,Alcohol Referral (1),515 N Tyndall,University Diversion
2501288001,1/29/25 0:01,1/28/25 17:30,Non-Traffic Accident/Property Damage-Leaving The Scene,1209 E 2nd ST,Closed
2501280002,1/28/25 21:07,1/28/25 17:09,Disorderly Conduct/Tresspassing/Narcotic Drug Laws/Possession,1501 N Campbell Ave,Arrest
2501290002,1/29/25 7:37,1/28/25 17:00,Disorderly Conduct/Other (Trespassing),220 W 6 St,Closed
2501280003,1/28/25 19:29,1/28/25 16:55,Civil Matter/Preserve The Peace,1118 E 4Th St,Closed
2501280004,1/28/25 19:33,1/28/25 0:00,Liquor Laws/Minor In Possession,1500 E University,Pending
2501270006,1/27/25 21:16,1/27/25 21:16,Sick Cared For/Transported To Medical Facility,1010 N Park Ave,Pending
2501270005,1/27/25 20:14,1/27/25 18:45,Traffic Accident/Hit-And-Run,N Campbell Ave & E Hawthorne St,Closed
